,DatafileName,Xcenter,Ycenter,MaxInt,Peaks,S
421,004_021.dat,522.43,507.18,11444.0,1,3.06
422,004_022.dat,522.31,507.1,11476.0,1,3.04
423,004_023.dat,522.43,507.13,11534.0,1,3.01
424,004_024.dat,522.4,507.1,11524.0,1,3.04
425,004_025.dat,522.32,507.11,11533.0,1,3.01
426,004_026.dat,522.35,507.19,11530.0,1,3.02
427,004_027.dat,522.31,507.11,11518.0,1,3.04
428,004_028.dat,522.36,507.08,11563.0,1,3.04
429,004_029.dat,522.34,507.03,11531.0,1,3.02
430,004_030.dat,522.35,507.01,11503.0,1,3.06
431,004_031.dat,522.39,507.05,11472.0,1,3.06
432,004_032.dat,522.36,507.06,11448.0,1,3.05
433,004_033.dat,522.4,507.03,11486.0,1,3.04
434,004_034.dat,522.39,507.04,11504.0,1,3.04
435,004_035.dat,522.36,507.09,11446.0,1,3.04
436,004_036.dat,522.3,506.99,11433.0,1,3.07
437,004_037.dat,522.45,507.07,11449.0,1,3.08
438,004_038.dat,521.43,506.02,10996.0,2,3.47
439,004_039.dat,520.51,506.51,10304.0,5,3.74
440,004_040.dat,520.52,505.83,10255.0,4,3.78
441,004_041.dat,521.5,508.07,9745.0,5,3.71
442,004_042.dat,521.16,505.91,10816.0,4,3.6
443,004_043.dat,521.19,506.48,9630.0,7,3.87
444,004_044.dat,522.26,507.01,8905.0,10,3.94
445,004_045.dat,522.36,507.27,10137.0,5,3.81
446,004_046.dat,522.16,507.61,11000.0,2,3.33
447,004_047.dat,522.45,507.06,11459.0,1,3.09
448,004_048.dat,522.44,507.06,11433.0,1,3.1
449,004_049.dat,522.36,507.01,11430.0,1,3.08
450,004_050.dat,522.39,507.16,11494.0,1,3.11
451,004_051.dat,522.35,507.16,11445.0,1,3.15
452,004_052.dat,522.1,504.35,9659.0,3,3.82
453,004_053.dat,525.53,507.79,2294.0,10,4.51
454,004_054.dat,524.75,507.29,2707.0,15,4.54
455,004_055.dat,521.62,505.14,648.0,5,4.55
456,004_056.dat,521.95,507.29,231.0,1,4.48
457,004_057.dat,521.84,507.16,395.0,4,4.53
458,004_058.dat,524.93,509.61,4769.0,20,4.31
459,004_059.dat,527.29,508.79,7600.0,11,4.27
460,004_060.dat,523.99,508.03,8801.0,10,4.02
461,004_061.dat,523.11,507.7,11442.0,4,3.22
462,004_062.dat,522.32,506.92,11486.0,1,3.03
463,004_063.dat,522.28,507.05,11452.0,1,3.05
464,004_064.dat,522.34,506.96,11463.0,1,3.02
465,004_065.dat,522.36,507.0,11553.0,1,3.03
466,004_066.dat,522.4,507.05,11502.0,1,3.02
467,004_067.dat,522.32,506.91,11482.0,1,3.0
468,004_068.dat,522.32,507.05,11474.0,1,3.02
469,004_069.dat,522.43,506.99,11486.0,1,3.01
470,004_070.dat,522.4,507.03,11557.0,1,2.99
471,004_071.dat,522.4,506.86,11522.0,1,3.01
472,004_072.dat,522.41,506.95,11565.0,1,2.99
473,004_073.dat,522.36,506.93,11450.0,1,3.02
474,004_074.dat,522.4,506.76,11511.0,1,3.0
475,004_075.dat,522.47,506.97,11576.0,1,3.0
476,004_076.dat,522.4,506.88,11557.0,1,3.02
477,004_077.dat,522.39,507.04,11437.0,1,3.04
478,004_078.dat,522.35,506.78,11426.0,1,3.03
479,004_079.dat,522.4,507.02,11510.0,1,3.03
480,004_080.dat,522.31,506.87,11525.0,1,3.05
481,004_081.dat,522.4,506.94,11585.0,1,3.03
482,004_082.dat,522.38,506.88,11424.0,1,3.05
483,004_083.dat,522.45,506.91,11533.0,1,3.06
484,004_084.dat,522.35,506.85,11505.0,1,3.05
485,004_085.dat,522.32,506.81,11474.0,1,3.08
486,004_086.dat,522.23,507.02,11424.0,1,3.15
487,004_087.dat,523.08,503.48,5451.0,9,4.38
488,004_088.dat,520.71,507.29,4099.0,8,4.45
489,004_089.dat,523.14,507.63,1583.0,7,4.55
490,004_090.dat,522.79,509.65,3606.0,9,4.44
491,004_091.dat,523.83,503.4,2022.0,4,4.46
492,004_092.dat,522.02,509.59,551.0,1,4.46
493,004_093.dat,527.61,506.57,1180.0,4,4.55
494,004_094.dat,525.4,508.74,971.0,5,4.56
495,004_095.dat,528.09,506.94,4148.0,7,4.49
496,004_096.dat,521.43,505.49,3712.0,9,4.49
